candidate_id,query_date,city,stage,source,name,area,estimated_price_cny,url,research_status,visit_status,notes
poi-05-luguhu-20260515-004,2026-05-15,泸沽湖,05-luguhu,高德地图 REST place/text,泸沽湖国家级风景名胜区走婚桥,泸沽湖国家级风景名胜区内(东侧),景区大门票内点位，另收费以现场公告为准,,pending,候选,湖边/公园；天气和道路允许时保留
poi-05-luguhu-20260515-005,2026-05-15,泸沽湖,05-luguhu,高德地图 REST place/text,泸沽湖景区-草海,泸沽湖草海五支洛村,景区大门票内点位，另收费以现场公告为准,,pending,候选,湖边/公园；天气和道路允许时保留
poi-05-luguhu-20260515-006,2026-05-15,泸沽湖,05-luguhu,高德地图 REST place/text,泸沽湖风景区-观景台,舍垮村泸沽湖国家级风景名胜区,景区大门票内点位，另收费以现场公告为准,,pending,候选,湖边/公园；天气和道路允许时保留
poi-05-luguhu-20260515-007,2026-05-15,泸沽湖,05-luguhu,高德地图 REST place/text,泸沽湖里格半岛,泸沽湖风景区内,景区大门票内点位，另收费以现场公告为准,,pending,候选,湖边/观景；天气好再去，不硬排
poi-05-luguhu-20260515-008,2026-05-15,泸沽湖,05-luguhu,高德地图 REST place/text,里格半岛观景台,泸沽湖国家级风景名胜区内(西侧),景区大门票内点位，另收费以现场公告为准,,pending,候选,湖边/观景；天气好再去，不硬排
poi-05-luguhu-20260515-009,2026-05-15,泸沽湖,05-luguhu,高德地图 REST place/text,走婚桥观景台,走婚桥景区东侧公路对面,景区大门票内点位，另收费以现场公告为准,,pending,候选,湖边/湿地；雨天和道路差时跳过
poi-08-puer-jingmai-xishuangbanna-20260515-001,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,普洱茶马古道遗址公园,普洱大道茶马古城旅游小镇东侧旅游环线大桥旁,以官方当日票价为准,,pending,候选,人文景区；门票以官方当日为准，雨天降低优先级
poi-08-puer-jingmai-xishuangbanna-20260515-002,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,茶马古城旅游小镇,旅游环线东侧(腊梅坡大桥旁)茶马古道旅游景区,0,,pending,候选,人文景区；门票以官方当日为准，雨天降低优先级
poi-08-puer-jingmai-xishuangbanna-20260515-003,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,茶王山谷,北部区旅游环线东侧(腊梅坡大桥旁)茶马古道旅游景区内,以官方当日票价为准,,pending,候选,人文景区；门票以官方当日为准，雨天降低优先级
poi-08-puer-jingmai-xishuangbanna-20260515-004,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,唐茶殿,普洱茶马古道旅游景区内(北侧),以官方当日票价为准,,pending,候选,人文景区；门票以官方当日为准，雨天降低优先级
poi-08-puer-jingmai-xishuangbanna-20260515-005,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,梅子湖公园,南屏镇梅园路,0,,pending,候选,湖边/公园；低强度市区备选
poi-08-puer-jingmai-xishuangbanna-20260515-006,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,梅子湖动物园,梅子乡园丁路梅子湖公园内(西侧),以现场公示为准,,pending,候选,湖边/公园；低强度市区备选
poi-08-puer-jingmai-xishuangbanna-20260515-007,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,普洱市梅子湖公园观景台,,0,,pending,候选,湖边/公园；低强度市区备选
poi-08-puer-jingmai-xishuangbanna-20260515-008,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,梅子湖公园-望湖亭,梅子湖景区内,0,,pending,候选,湖边/公园；低强度市区备选
poi-08-puer-jingmai-xishuangbanna-20260515-009,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,梅子湖公园-畅怀亭,梅子湖公园(西侧),0,,pending,候选,湖边/公园；低强度市区备选
poi-08-puer-jingmai-xishuangbanna-20260515-010,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,普洱景迈山茶林文化景区,景迈山古茶林景区内,以官方当日票价为准,,pending,候选,茶山/村寨；只在天气和道路确认后保留
poi-08-puer-jingmai-xishuangbanna-20260515-011,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,景迈山观景台,BeanGreat北归咖仓(景迈山店)西侧,以现场公示为准,,pending,候选,茶山/村寨；只在天气和道路确认后保留
poi-08-puer-jingmai-xishuangbanna-20260515-012,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,景迈山芒景瀑布,J69县道,以现场公示为准,,pending,候选,茶山/村寨；只在天气和道路确认后保留
poi-08-puer-jingmai-xishuangbanna-20260515-013,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,翁基古寨,惠民乡芒景村,以现场公示为准,,pending,候选,茶山/村寨；景迈山内可选
poi-08-puer-jingmai-xishuangbanna-20260515-014,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,翁基布朗族古寨,惠民镇景迈山古茶林景区内,以现场公示为准,,pending,候选,茶山/村寨；景迈山内可选
poi-08-puer-jingmai-xishuangbanna-20260515-015,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,曼听御花园景区,曼听路35号,以官方当日票价为准,,pending,候选,公园/人文；景洪低强度备选
poi-08-puer-jingmai-xishuangbanna-20260515-016,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,曼听公园-佛教文化区,曼听路35号曼听公园,以曼听公园当日票价为准,,pending,候选,公园/人文；景洪低强度备选
poi-08-puer-jingmai-xishuangbanna-20260515-017,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,曼听公园-周总理纪念碑,景洪工业园区勐海路12号,以曼听公园当日票价为准,,pending,候选,公园/人文；景洪低强度备选
poi-08-puer-jingmai-xishuangbanna-20260515-018,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,告庄西双景,曼泐路12号靠近达兰商业广场,0,,pending,候选,街区/夜市；控制消费，避开高价店
poi-08-puer-jingmai-xishuangbanna-20260515-019,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,中国科学院西双版纳热带植物园,勐仑镇213国道,以官方当日票价为准,,pending,候选,自然景区；门票和往返时间需官方渠道核验
poi-08-puer-jingmai-xishuangbanna-20260515-020,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,中国科学院西双版纳热带植物园-西游览区,勐仑镇213国道中国科学院西双版纳热带植物园内(西北角),以主景区当日票价为准,,pending,候选,自然景区；门票和往返时间需官方渠道核验
poi-08-puer-jingmai-xishuangbanna-20260515-021,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,中国科学院西双版纳热带植物园-东游览区,勐仑镇213国道中国科学院西双版纳热带植物园内(东南角),以主景区当日票价为准,,pending,候选,自然景区；门票和往返时间需官方渠道核验
poi-08-puer-jingmai-xishuangbanna-20260515-022,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,中国科学院西双版纳热带植物园-市场,勐仑镇中国科学院西双版纳热带植物园内(西北角),以现场消费为准,,pending,候选,自然景区；门票和往返时间需官方渠道核验
poi-06-shangrila-deqin-20260515-001,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,香格里拉市独克宗古城,康珠大道,0,,pending,候选,古城/街区；高海拔适应日低强度慢走
poi-06-shangrila-deqin-20260515-002,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,香格里拉市独克宗古城-月光广场,康珠大道香格里拉市独克宗古城,0,,pending,候选,古城/街区；高海拔适应日低强度慢走
poi-06-shangrila-deqin-20260515-003,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,独克宗古城北门广场,达娃路65号,0,,pending,候选,古城/街区；高海拔适应日低强度慢走
poi-06-shangrila-deqin-20260515-004,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,香格里拉市独克宗古城-古波廊,建塘镇康珠大道香格里拉市独克宗古城内(北侧),0,,pending,候选,古城/街区；高海拔适应日低强度慢走
poi-06-shangrila-deqin-20260515-005,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,香格里拉市独克宗古城-龙潭公园,建塘镇格里拉,0,,pending,候选,古城/街区；高海拔适应日低强度慢走
poi-06-shangrila-deqin-20260515-006,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,独克宗古城北门城楼,达娃路113号,以现场为准,,pending,候选,古城/街区；高海拔适应日低强度慢走
poi-06-shangrila-deqin-20260515-007,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,噶丹松赞林寺,尼旺路3号,以官方当日票价为准,,pending,候选,人文景区；门票以官方当日为准，身体状态允许再去
poi-06-shangrila-deqin-20260515-008,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,松赞林寺寺门楼,松赞林景区内,以松赞林景区官方当日票价为准,,pending,候选,人文景区；门票以官方当日为准，身体状态允许再去
poi-06-shangrila-deqin-20260515-009,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,松赞林景区,尼旺路3号,以官方当日票价为准,,pending,候选,人文景区；门票以官方当日为准，身体状态允许再去
poi-06-shangrila-deqin-20260515-010,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,噶丹松赞林寺-释迦牟尼大殿,建塘镇尼旺路3号噶丹·松赞林寺内,以松赞林景区官方当日票价为准,,pending,候选,人文景区；门票以官方当日为准，身体状态允许再去
poi-06-shangrila-deqin-20260515-011,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,纳帕海,,0,,pending,候选,草原/湿地；天气好再去，默认不硬排
poi-06-shangrila-deqin-20260515-012,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,纳帕海大草原旅游景区,建塘镇,以现场为准,,pending,候选,草原/湿地；天气好再去，默认不硬排
poi-06-shangrila-deqin-20260515-013,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,纳帕海旅游景区,建塘镇纳帕海旅游景区,以现场为准,,pending,候选,草原/湿地；天气好再去，默认不硬排
poi-06-shangrila-deqin-20260515-014,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,纳帕海观景台,214国道西,0,,pending,候选,草原/湿地；天气好再去，默认不硬排
poi-06-shangrila-deqin-20260515-015,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,香格里拉纳帕海旅游景区,建塘镇解放村,以现场为准,,pending,候选,草原/湿地；天气好再去，默认不硬排
poi-06-shangrila-deqin-20260515-016,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,普达措国家公园,建塘镇红坡村双桥,以官方当日票价为准,,pending,候选,自然景区；门票和交通需官方渠道核验，预算紧张时跳过
poi-06-shangrila-deqin-20260515-017,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,普达措国家公园-码头,普达措国家公园内(东南角),以普达措国家公园官方当日票价为准,,pending,候选,自然景区；门票和交通需官方渠道核验，预算紧张时跳过
poi-06-shangrila-deqin-20260515-018,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,普达措国家公园-观景台,东22公里处普达措国家公园内(北侧),以普达措国家公园官方当日票价为准,,pending,候选,自然景区；门票和交通需官方渠道核验，预算紧张时跳过
poi-06-shangrila-deqin-20260515-019,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,梅里雪山国家公园景区,东北部十公里处,以官方当日票价为准,,pending,候选,雪山/观景；德钦天气窗口允许时保留
poi-06-shangrila-deqin-20260515-020,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,飞来寺,云岭乡西当村梅里雪山景区,以现场为准,,pending,候选,雪山/观景；德钦天气窗口允许时保留
poi-06-shangrila-deqin-20260515-021,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,梅里雪山观景台,飞来寺风景区观景台东南侧,以现场为准,,pending,候选,雪山/观景；德钦天气窗口允许时保留
poi-06-shangrila-deqin-20260515-022,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,飞来寺风景区观景台,云岭乡西当村梅里雪山景区飞来寺景区内,以现场为准,,pending,候选,雪山/观景；德钦天气窗口允许时保留
poi-06-shangrila-deqin-20260515-023,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,梅里雪山卡瓦格博峰观景台,梅里雪山国家公园景区(西北角),以现场为准,,pending,候选,雪山/观景；德钦天气窗口允许时保留
poi-06-shangrila-deqin-20260515-024,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,梅里雪山国家公园景区-日照金山,升平镇东北部十公里处梅里雪山国家公园景区(东北角),以梅里雪山国家公园官方当日票价为准,,pending,候选,雪山/观景；德钦天气窗口允许时保留
poi-06-shangrila-deqin-20260515-025,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,雾浓顶观景台,梅里雪山国家公园雾浓顶内(西侧),以现场为准,,pending,候选,雪山/观景；德钦可选观景点
poi-06-shangrila-deqin-20260515-026,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,梅里雪山国家公园雾浓顶,升平镇东北部十公里处梅里雪山国家公园景区内(东侧),以现场为准,,pending,候选,雪山/观景；德钦可选观景点
poi-06-shangrila-deqin-20260515-027,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,雾浓顶一棵树,德维线019乡,0,,pending,候选,雪山/观景；德钦可选观景点
poi-03-shaxi-jianchuan-20260514-001,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,大理古城,护国路172号,0,,pending,候选,古镇；主体验，慢逛
poi-03-shaxi-jianchuan-20260514-002,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,沙溪古镇,084县道,0,,pending,候选,古镇；主体验，慢逛
poi-03-shaxi-jianchuan-20260514-003,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,石宝山,,以官方当日票价为准,,pending,候选,古镇；主体验，慢逛
poi-03-shaxi-jianchuan-20260514-004,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,玉津桥,沙溪古镇(东南角),0,,pending,候选,古镇；主体验，慢逛
poi-03-shaxi-jianchuan-20260514-005,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,欧阳大院,沙溪古镇旅游景区,0,,pending,候选,古镇；主体验，慢逛
poi-03-shaxi-jianchuan-20260514-006,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,城隍庙,沙溪古镇鳌凤村S233和鳌凤村公路交叉口西南30米,0,,pending,候选,古镇；主体验，慢逛
poi-03-shaxi-jianchuan-20260514-007,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,本主庙,沙溪古镇内(东北角),0,,pending,候选,古镇；主体验，慢逛
poi-03-shaxi-jianchuan-20260514-008,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,沙溪古镇东寨门,沙溪古镇寺登街50号,0,,pending,候选,古镇；主体验，慢逛
poi-03-shaxi-jianchuan-20260514-009,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,沙溪古镇-四方街戏台,沙溪古镇内(东侧),0,,pending,候选,古镇；主体验，慢逛
poi-03-shaxi-jianchuan-20260514-010,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,兴教寺,沙溪镇沙溪古镇寺登街(近古戏台),0,,pending,候选,古镇；主体验，慢逛
poi-03-shaxi-jianchuan-20260514-011,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,宝相寺,甸南镇石宝山(西南角),以官方当日票价为准,,pending,候选,山地/石窟；需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-012,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,石宝山海云居,石宝山内(东侧),以官方当日票价为准,,pending,候选,山地/石窟；需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-013,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,野生猴群,县城西南25公里处石宝山(西南角),以官方当日票价为准,,pending,候选,山地/石窟；需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-014,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,海云禅寺,石宝山内(东侧),以官方当日票价为准,,pending,候选,山地/石窟；需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-015,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,幽情谷,县城西南25公里处石宝山,以官方当日票价为准,,pending,候选,山地/石窟；需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-016,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,石宝山-休息亭,石宝山内(东侧),以官方当日票价为准,,pending,候选,山地/石窟；需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-017,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,财神殿,石宝山海云居(石宝山公路西),以官方当日票价为准,,pending,候选,山地/石窟；需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-018,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,剑川石宝山景区-游客休息室,第十一号石窟南侧210米,以官方当日票价为准,,pending,候选,山地/石窟；需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-019,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,剑川古城,金华镇东门街与学门口交叉口东南60米,0,,pending,候选,古城；交通顺路时考虑
poi-03-shaxi-jianchuan-20260514-020,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,剑川县民主广场遗址,金华镇永丰南路金华一小,0,,pending,候选,古城；交通顺路时考虑
poi-03-shaxi-jianchuan-20260514-021,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,沙溪古镇-寺登街,沙溪镇084县道沙溪古镇内(东侧),0,,pending,候选,古城；交通顺路时考虑
poi-07-tengchong-mangshi-20260515-001,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,和顺古镇景区,县城西南3公里处,以官方当日票价为准,,pending,候选,古镇/村落；慢逛核心，可按天气调整
poi-07-tengchong-mangshi-20260515-002,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,和顺古镇景区-尹氏宗祠,和顺古镇,以和顺古镇景区官方当日票价为准,,pending,候选,古镇/村落；慢逛核心，可按天气调整
poi-07-tengchong-mangshi-20260515-003,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,和顺古镇景区-中天寺,和顺古镇,以和顺古镇景区官方当日票价为准,,pending,候选,古镇/村落；慢逛核心，可按天气调整
poi-07-tengchong-mangshi-20260515-004,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,和顺古镇景区-张氏宗祠,腾冲和顺古镇,以和顺古镇景区官方当日票价为准,,pending,候选,古镇/村落；慢逛核心，可按天气调整
poi-07-tengchong-mangshi-20260515-005,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,和顺古镇景区-龙潭,县城西南3公里处和顺古镇景区(东南角),以和顺古镇景区官方当日票价为准,,pending,候选,古镇/村落；慢逛核心，可按天气调整
poi-07-tengchong-mangshi-20260515-006,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,和顺古镇景区-千手观音古树群,和顺古镇内,以和顺古镇景区官方当日票价为准,,pending,候选,古镇/村落；慢逛核心，可按天气调整
poi-07-tengchong-mangshi-20260515-007,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,腾冲市热海风景区,清水乡刘家寨MB5县道路头,以官方当日票价为准,,pending,候选,温泉/地热；门票以官方当日为准，预算紧张时跳过
poi-07-tengchong-mangshi-20260515-008,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,腾冲热海景区-姊妹泉,清水乡刘家寨MB5县道路头腾冲市热海风景区内(西侧),以热海风景区官方当日票价为准,,pending,候选,温泉/地热；门票以官方当日为准，预算紧张时跳过
poi-07-tengchong-mangshi-20260515-009,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,叠水河瀑布,松园路与宝峰路交叉口东南约140米,以现场为准,,pending,候选,自然景区；市区低强度备选
poi-07-tengchong-mangshi-20260515-010,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,腾冲叠水河景区,宝峰路,以现场为准,,pending,候选,自然景区；市区低强度备选
poi-07-tengchong-mangshi-20260515-011,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,滇西抗战纪念馆,腾越镇天成社区太极小区2号,0,,pending,候选,自然景区；市区低强度备选
poi-07-tengchong-mangshi-20260515-012,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,腾冲北海湿地,北海乡双海村238省道,以官方当日票价为准,,pending,候选,湿地/自然；雨季看天气和交通
poi-07-tengchong-mangshi-20260515-013,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,勐焕大金塔,环城东路与仙池路交叉口(德宏职业学院东边),以官方当日票价为准,,pending,候选,人文景区；芒市可选，注意门票
poi-07-tengchong-mangshi-20260515-014,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,勐焕银塔,仙池路58号,以官方当日票价为准,,pending,候选,人文景区；芒市可选，注意门票
poi-07-tengchong-mangshi-20260515-015,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,树包塔,勐焕街道芒市镇胞波路原步行街,0,,pending,候选,人文景区；芒市低强度备选
